"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"mobile [[number]] [[crore]] [[samsung]] uk [[award]] [[receive]] prizesend [[ur]] [[name]] mobilenaddres agesex occup to�samsungzoneukoutlookcom","mobile [[lot]] [[lakhs]] [[lg]] uk [[dealership]] [[got]] prizesend [[thats]] [[surnames]] mobilenaddres agesex occup to�samsungzoneukoutlookcom",7.87973403930664e-05,0.2827944755554199,1,1,1,195,"Failed"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] please [[confirm]] [[information]] [[link]] please [[reply]] [[exit]] sms open sms [[activation]] [[link]] [[copy]] [[link]] open safari [[browser]] [[mission]] irs help [[american]] [[taxpayers]] [[understand]] meet tax [[obligations]] [[provide]] [[highest]] [[quality]] service","receive [[royalties]] [[returned]] [[handled]] due [[sketchy]] [[individual]] [[report]] please [[substantiate]] [[report]] [[connect]] please [[answer]] [[left]] sms open sms [[activated]] [[related]] [[reprint]] [[connect]] open safari [[navigating]] [[chore]] irs help [[usa]] [[payers]] [[confess]] meet tax [[pledge]] [[bring]] [[haut]] [[caliber]] service",4.07099723815918e-05,0.10864073038101196,1,1,1,871,"Failed"
"alert [[mo]] bedbth [[home]] available [[near]] [[credit]] [[check]] [[required]] [[click]] whatseehereinfofdowou","alert [[kb]] bedbth [[hosting]] available [[around]] [[refinance]] [[controls]] [[request]] [[selection]] whatseehereinfofdowou",8.952617645263672e-05,0.1450185775756836,1,1,1,212,"Failed"
"delivery service provide [[correct]] delivery [[address]] avoid [[delay]] [[receiving]] [[goods]] due [[incomplete]] [[door]] [[number]] please take steps [[reactivate]] [[replying]] please keep us [[updated]]","delivery service provide [[true]] delivery [[combat]] avoid [[postpone]] [[benefiting]] [[wares]] due [[unfinished]] [[mun]] [[series]] please take steps [[reactivated]] [[serve]] please keep us [[modern]]",8.481740951538086e-05,0.7356922626495361,1,0,1,313,"Successful"
"[[nd]] [[time]] [[tried]] [[contact]] u [[u]] £ [[prize]] [[claim]] [[call]] [[b]] tcsstop sms ppm","[[sd]] [[term]] [[struggled]] [[emailing]] u [[liu]] £ [[premiums]] [[petition]] [[ask]] [[d]] tcsstop sms ppm",3.421306610107422e-05,0.005038917064666748,1,1,1,281,"Failed"
"[[dear]] [[customer]] pyatm [[wallet]] [[booked]] hold [[amount]] please complete kyc [[contact]] [[customer]] [[care]]","[[luv]] [[subscribers]] pyatm [[paperback]] [[reservation]] hold [[volumes]] please complete kyc [[inform]] [[audience]] [[compassion]]",3.600120544433594e-05,0.25503671169281006,1,1,1,255,"Failed"
"[[urgent]] [[mobile]] [[number]] [[awarded]] inr prize [[guaranteed]] [[call]] [[land]] [[line]] [[claim]] [[valid]] hrs","[[punctual]] [[notepad]] [[volumes]] [[mapped]] inr prize [[seguro]] [[dawa]] [[topography]] [[iine]] [[dunning]] [[defensible]] hrs",2.09808349609375e-05,0.004881799221038818,1,1,1,308,"Failed"
"[[hi]] friday [[name]] [[annie]] [[wondering]] could [[meet]] sometime [[write]]","[[hello]] friday [[sake]] [[addie]] [[apps]] could [[accommodate]] sometime [[editor]]",8.046627044677734e-05,0.9360955357551575,1,0,1,220,"Successful"
"pres trump [[final]] [[time]] ill [[reach]] [[need]] [[update]] [[voter]] [[verification]] [[survey]] [[right]] [[take]] canvass replystoptoend","pres trump [[conclusive]] [[seasons]] ill [[receive]] [[vital]] [[current]] [[election]] [[exams]] [[quiz]] [[properly]] [[assuming]] canvass replystoptoend",8.541345596313477e-05,0.0034079551696777344,1,1,1,361,"Failed"
"[[reminder]] [[downloaded]] [[content]] already [[paid]] goto mymoby [[tv]] [[collect]] content","[[callback]] [[download]] [[happy]] already [[paychecks]] goto mymoby [[broadcasting]] [[compilation]] content",6.252527236938477e-05,0.7208330631256104,1,0,1,205,"Successful"
"urgent [[call]] [[landline]] [[complimentary]] [[ibiza]] [[holiday]] £ [[cash]] [[await]] [[collection]] [[sae]] tcs [[po]] box sk wp ppm","urgent [[convening]] [[fixes]] [[ancillary]] [[majorca]] [[feasts]] £ [[treasuries]] [[anticipates]] [[accumulates]] [[tig]] tcs [[oren]] box sk wp ppm",2.1219253540039062e-05,0.0005456805229187012,1,1,1,248,"Failed"
"private [[account]] [[statement]] [[shows]] unredeemed sim [[points]] [[call]] identifier codexx [[expires]]","private [[bookkeeping]] [[discourses]] [[exposition]] unredeemed sim [[questions]] [[plea]] identifier codexx [[matures]]",3.921985626220703e-05,0.0008116364479064941,1,1,1,220,"Failed"
"[[want]] new [[nokia]] colour [[phone]] delivered [[tomorrow]] free minutes mobile free [[camcorder]] [[reply]] [[call]]","[[wantto]] new [[motorola]] colour [[tal]] delivered [[morning]] free minutes mobile free [[vcrs]] [[answer]] [[ask]]",0.013364851474761963,0.7541426420211792,1,0,1,155,"Successful"
"[[good]] [[luck]] [[draw]] takes place th feb [[good]] [[luck]] [[removal]] send [[stop]] [[customer]] services","[[buon]] [[fortune]] [[bring]] takes place th feb [[decent]] [[peril]] [[abolish]] send [[ceasing]] [[subscriptions]] services",0.0005602836608886719,0.9627996683120728,1,0,1,255,"Successful"
"[[atm]] blockdear [[customer]] due [[system]] [[upgrade]] [[atm]] [[card]] [[deactivated]] [[activate]] [[call]] [[customer]] [[care]] help","[[abm]] blockdear [[subscriber]] due [[regimen]] [[refresh]] [[abm]] [[map]] [[disabled]] [[lets]] [[request]] [[eaters]] [[health]] help",3.4689903259277344e-05,0.7988247275352478,1,0,1,240,"Successful"
"[[u]] [[want]] [[xmas]] free [[text]] [[messages]] new [[video]] [[phone]] [[half]] [[price]] [[line]] rental [[call]] free [[find]]","[[umm]] [[hope]] [[christmastime]] free [[papers]] [[notification]] new [[movie]] [[drew]] [[midway]] [[fare]] [[lineup]] rental [[demand]] free [[arrive]]",0.0014091134071350098,0.21311593055725098,1,1,1,356,"Failed"
"[[selected]] [[stay]] top [[british]] hotels nothing [[holiday]] worth £ [[claim]] [[call]] [[london]] bx swss","[[take]] [[reside]] top [[uk]] hotels nothing [[festivals]] worth £ [[ask]] [[please]] [[sheffield]] bx swss",4.2438507080078125e-05,0.5582324266433716,1,0,1,199,"Successful"
"[[congratulations]] [[ur]] [[awarded]] either £ [[cd]] [[gift]] [[vouchers]] [[free]] [[entry]] £ weekly [[draw]] txt music tncs","[[thanks]] [[thats]] [[allocate]] either £ [[dvd]] [[donated]] [[tickets]] [[rid]] [[come]] £ weekly [[take]] txt music tncs",6.67572021484375e-05,0.9326862692832947,1,0,1,227,"Successful"
"[[new]] [[message]] please [[call]]","[[nova]] [[signalling]] please [[invited]]",0.00011742115020751953,0.9583619832992554,1,0,1,102,"Successful"
"[[attempt]] [[charge]] [[card]] gamestop [[pm]] est [[cancel]] [[request]] regionscardalertscom","[[wish]] [[onus]] [[charter]] gamestop [[afternoon]] est [[abort]] [[call]] regionscardalertscom",0.00015497207641601562,0.08161914348602295,1,1,1,194,"Failed"
"please [[call]] [[customer]] service [[representative]] freephone ampm [[guaranteed]] inr [[cash]] [[prize]]","please [[ask]] [[subscriptions]] service [[depicting]] freephone ampm [[safer]] inr [[liquid]] [[freebie]]",5.3942203521728516e-05,0.0629224181175232,1,1,1,219,"Failed"
"[[alert]] rbc royal bank [[suspended]] [[unlock]] [[account]] [[click]]","[[warn]] rbc royal bank [[abolished]] [[opened]] [[bookkeeper]] [[elects]]",5.1081180572509766e-05,0.05230820178985596,1,1,1,155,"Failed"
"[[cancel]] [[order]] visit httpaetacmscomcasauohtmlredirectaopisit�to [[review]] [[details]] [[need]] [[additional]] [[help]] [[contact]] [[apple]] [[support]]","[[abolished]] [[prescriptions]] visit httpaetacmscomcasauohtmlredirectaopisit�to [[scrutinize]] [[lucidity]] [[ask]] [[farther]] [[helps]] [[call]] [[quiche]] [[succour]]",0.0012236833572387695,0.0244295597076416,1,1,1,354,"Failed"
"private [[account]] [[statement]] [[shows]] unredeemed [[points]] [[call]] identifier code [[expires]]","private [[bookkeeping]] [[discourses]] [[exposition]] unredeemed [[matters]] [[convening]] identifier code [[matures]]",3.546476364135742e-05,0.0010911822319030762,1,1,1,232,"Failed"
"[[urgent]] [[trying]] [[contact]] u todays draw shows £ [[prize]] [[guaranteed]] [[call]] [[land]] [[line]] [[claim]] [[valid]] hrs","[[quick]] [[struggling]] [[interacts]] u todays draw shows £ [[prix]] [[segura]] [[please]] [[field]] [[linea]] [[requested]] [[good]] hrs",2.205371856689453e-05,0.0036725401878356934,1,1,1,357,"Failed"
"[[urgent]] mobile [[awarded]] £ [[bonus]] [[caller]] [[prize]] [[nd]] [[attempt]] [[contact]] call boxqu","[[imperative]] mobile [[provided]] £ [[payoff]] [[preacher]] [[jackpot]] [[na]] [[search]] [[interacts]] call boxqu",2.3126602172851562e-05,0.002881169319152832,1,1,1,286,"Failed"
"brca","brca",0.0006080269813537598,0.0006080269813537598,1,1,1,2,"Failed"
"tddnewsletteremccouk [[games]] thedailydraw [[dear]] [[helen]] [[dozens]] [[free]] [[games]] [[great]] prizeswith","tddnewsletteremccouk [[play]] thedailydraw [[luv]] [[winifred]] [[scores]] [[livre]] [[matches]] [[big]] prizeswith",4.8995018005371094e-05,0.0010627508163452148,1,1,1,173,"Failed"
"u [[r]] [[winner]] u ave [[specially]] [[selected]] [[receive]] £ cash [[holiday]] [[flights]] [[inc]] [[speak]] live [[operator]] [[claim]] pmin","u [[rs]] [[earns]] u ave [[mostly]] [[take]] [[recieved]] £ cash [[festival]] [[rob]] [[ltd]] [[schmooze]] live [[farmer]] [[say]] pmin",2.8073787689208984e-05,0.7054259777069092,1,0,1,256,"Successful"
"[[urgent]] mobile [[awarded]] £ [[bonus]] caller [[prize]] [[final]] [[try]] [[contact]] [[u]] call [[landline]] boxwrc ppm","[[rapid]] mobile [[gave]] £ [[payoff]] caller [[freebie]] [[last]] [[wish]] [[calling]] [[umm]] call [[fixed]] boxwrc ppm",1.7762184143066406e-05,0.0050162672996521,1,1,1,309,"Failed"
"[[discount]] [[code]] rp [[stop]] [[messages]] [[reply]] stop [[customer]] [[services]]","[[remission]] [[encrypt]] rp [[stoppage]] [[msg]] [[response]] stop [[subscriptions]] [[service]]",0.0004246234893798828,0.23733925819396973,1,1,1,253,"Failed"
"[[urgent]] [[nd]] [[attempt]] [[contact]] uu £ [[call]] [[b]] tcsbcmwcnxx callcost ppm mobilesvary [[max]]£","[[instant]] [[sd]] [[search]] [[call]] uu £ [[dialling]] [[c]] tcsbcmwcnxx callcost ppm mobilesvary [[maximum]]£",3.403425216674805e-05,0.006631612777709961,1,1,1,173,"Failed"
"[[tried]] contact reply offer video [[handset]] [[anytime]] [[networks]] [[mins]] unlimited text [[camcorder]] reply [[call]]","[[try]] contact reply offer video [[phone]] [[everytime]] [[network]] [[minute]] unlimited text [[cams]] reply [[invite]]",0.0001716017723083496,0.17647206783294678,1,1,1,358,"Failed"
"[[apple]] [[detected]] [[unauthorized]] signin [[cloud]] account [[message]] [[goes]] without [[reply]] [[apple]] [[forced]] [[suspend]] account please [[verify]] icloud [[device]] [[sending]] [[correct]] [[apple]] id password [[via]] [[text]] [[message]]","[[apples]] [[saw]] [[slush]] signin [[overcast]] account [[email]] [[va]] without [[answering]] [[pizza]] [[compel]] [[hiatus]] account please [[check]] icloud [[installing]] [[send]] [[right]] [[pie]] id password [[among]] [[typed]] [[email]]",0.00012767314910888672,0.09331238269805908,1,1,1,504,"Failed"
"comerica comerica [[banking]] [[profile]] [[shown]] [[irregularities]] visit [[update]] online [[banking]] [[profile]]","comerica comerica [[banks]] [[description]] [[illustrating]] [[demerits]] visit [[moderne]] online [[ribera]] [[description]]",6.42538070678711e-05,0.058089613914489746,1,1,1,224,"Failed"
"[[p]] [[made]] [[holidays]] [[fun]] buy [[hp]] [[pavilion]] [[notebook]] [[get]] kodak [[camera]] [[shoot]] share [[tc]] apply [[hp]] [[world]] woc [[rd]]","[[w]] [[brought]] [[semester]] [[comedy]] buy [[dw]] [[newsstand]] [[mobil]] [[got]] kodak [[cams]] [[whack]] share [[fairmont]] apply [[dw]] [[globe]] woc [[dre]]",4.285573959350586e-05,0.7737388610839844,1,0,1,298,"Successful"
"thank [[winner]] [[notified]] [[sms]] good [[luck]] [[future]] [[marketing]] [[reply]] [[stop]] [[customer]] [[services]]","thank [[victory]] [[report]] [[fs]] good [[fortune]] [[next]] [[sold]] [[responds]] [[shuts]] [[subscriptions]] [[comforts]]",8.463859558105469e-05,0.997746467590332,1,0,1,311,"Successful"
"updatenow mths [[half]] [[price]] [[orange]] [[line]] rental minscall mobileupd calloptoutjq","updatenow mths [[semester]] [[charge]] [[oranges]] [[lineup]] rental minscall mobileupd calloptoutjq",0.0004355907440185547,0.293201744556427,1,1,1,73,"Failed"
"[[congrats]] [[nokia]] [[video]] [[camera]] [[phone]] [[call]] calls [[cost]] ppm [[ave]] [[call]] [[mins]] [[vary]] [[mobiles]] [[close]] [[post]] bcm [[ldn]] wcnxx","[[thanks]] [[iphone]] [[clip]] [[rooms]] [[calls]] [[ask]] calls [[charge]] ppm [[avenue]] [[request]] [[minutes]] [[shift]] [[roaming]] [[nearby]] [[station]] bcm [[ddn]] wcnxx",0.00017875432968139648,0.12447118759155273,1,1,1,423,"Failed"
"free [[message]] [[activate]] free [[text]] [[messages]] replying [[message]] word free [[terms]] [[conditions]] [[visit]]","free [[msg]] [[allowed]] free [[wording]] [[notifications]] replying [[notifications]] word free [[articles]] [[ailments]] [[outing]]",9.971857070922852e-05,0.572285532951355,1,0,1,276,"Successful"
"[[congrats]] [[year]] special [[cinema]] pass [[call]] [[c]] suprman v [[matrix]] starwars etc free","[[thanks]] [[yr]] special [[musicals]] pass [[ask]] [[iv]] suprman v [[parent]] starwars etc free",4.2378902435302734e-05,0.9994986057281494,1,0,1,144,"Successful"
"u [[secret]] [[admirer]] [[looking]] [[make]] [[contact]] ufind rreveal [[thinks]] [[ur]] specialcall","u [[underground]] [[breather]] [[browse]] [[do]] [[communicate]] ufind rreveal [[cru]] [[gona]] specialcall",5.412101745605469e-05,0.0006336569786071777,1,1,1,207,"Failed"
"[[votre]] colis été envoyé veuillez [[le]] vérifier et [[le]] recevoir","[[quelque]] colis été envoyé veuillez [[ev]] vérifier et [[ev]] recevoir",0.0001214146614074707,0.00024402141571044922,1,1,1,62,"Failed"
"[[new]] [[voicemail]] please [[call]]","[[nova]] [[answerphone]] please [[invited]]",8.827447891235352e-05,0.16712218523025513,1,1,1,84,"Failed"
"wells fargo [[bank]] account [[blocked]] due suspicious [[fraud]] attempts [[click]] [[reactivate]] account","wells fargo [[ribera]] account [[locked]] due suspicious [[falsify]] attempts [[choose]] [[reboot]] account",0.00012236833572387695,0.6615106463432312,1,0,1,181,"Successful"
"urgent [[call]] [[landline]] [[complementary]] [[tenerife]] [[holiday]] £ [[cash]] [[await]] [[collection]] [[sae]] tcs [[po]] box [[wa]] px ppm [[sender]] [[hol]] [[offer]]","urgent [[summoning]] [[fixed]] [[ancillary]] [[acapulco]] [[feasts]] £ [[treasuries]] [[awaits]] [[togather]] [[git]] tcs [[oren]] box [[hoa]] px ppm [[emitting]] [[holi]] [[confer]]",2.682209014892578e-05,0.0029485225677490234,1,1,1,331,"Failed"
"[[phony]] £ [[award]] todays voda [[numbers]] [[ending]] xxxx [[selected]] receive £ [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] app","[[untrue]] £ [[dealership]] todays voda [[volumes]] [[stop]] xxxx [[take]] receive £ [[pricing]] [[showdown]] please [[request]] [[citations]] [[claiming]] [[scrambling]] [[normalize]] [[rhythm]] app",2.1159648895263672e-05,0.03518056869506836,1,1,1,454,"Failed"
"please call [[immediately]] [[urgent]] [[message]] [[waiting]]","please call [[soon]] [[thereupon]] [[announcements]] [[hope]]",5.0127506256103516e-05,0.9261978268623352,1,0,1,136,"Successful"
"[[refused]] [[loan]] [[secured]] [[unsecured]] [[cant]] [[get]] credit [[call]] free text back [[help]]","[[withhold]] [[borrowing]] [[security]] [[flimsy]] [[untill]] [[earn]] credit [[request]] free text back [[support]]",6.479024887084961e-05,0.5741298198699951,1,0,1,327,"Successful"
"bofaalert online [[deposit]] [[checking]] account [[locked]] due [[suspicious]] [[activities]] [[protection]] please [[information]]","bofaalert online [[repository]] [[ticked]] account [[shut]] due [[untrustworthy]] [[actions]] [[preserve]] please [[inform]]",9.560585021972656e-05,0.07840514183044434,1,1,1,297,"Failed"
"[[shipment]] awbdmuio [[reverted]] [[reschedule]] [[go]]","[[transportation]] awbdmuio [[revert]] [[reconfigure]] [[budge]]",9.757280349731445e-05,0.0036662817001342773,1,1,1,133,"Failed"
"wf [[fraud]] [[alerts]] [[noticed]] [[unusual]] [[activities]] account please [[confirm]] [[activities]] wellsfargoverifycomact [[make]] [[secure]]","wf [[counterfeits]] [[caveat]] [[unearthed]] [[aberrant]] [[operate]] account please [[certify]] [[operating]] wellsfargoverifycomact [[get]] [[security]]",6.973743438720703e-05,0.041944146156311035,1,1,1,400,"Failed"
"[[biggest]] bogo [[specials]] otc [[get]] mind [[right]] [[reply]] [[stop]] [[end]]","[[noblest]] bogo [[promos]] otc [[come]] mind [[ok]] [[riposte]] [[end]] [[expiry]]",9.018182754516602e-05,0.002919614315032959,1,1,1,207,"Failed"
"[[urgent]] [[week]] [[free]] [[membership]] £ [[prize]] [[jackpot]] txt [[word]] [[claim]] [[tc]] lccltd pobox ldnwarw","[[fast]] [[grub]] [[libre]] [[join]] £ [[bounties]] [[blackjack]] txt [[mots]] [[invoke]] [[cr]] lccltd pobox ldnwarw",8.356571197509766e-05,0.9986120462417603,1,0,1,204,"Successful"
"[[guess]] [[somebody]] [[know]] [[secretly]] [[fancies]] wan na [[find]] [[give]] us call [[landline]] dateboxessexcmxn pmin","[[feel]] [[noone]] [[listen]] [[insidiously]] [[fancying]] wan na [[get]] [[dar]] us call [[static]] dateboxessexcmxn pmin",4.0650367736816406e-05,0.028263449668884277,1,1,1,277,"Failed"
"rbc bank [[alert]] [[online]] account temporarily [[locked]] due [[suspicious]] actvity please [[login]] verify [[information]]","rbc bank [[prudential]] [[website]] account temporarily [[closes]] due [[controversial]] actvity please [[registering]] verify [[report]]",9.930133819580078e-05,0.00813758373260498,1,1,1,193,"Failed"
"[[dont]] [[prize]] [[go]] another [[customer]] [[tc]] pmin [[polo]] [[ltd]]","[[theyre]] [[nobel]] [[went]] another [[shoppers]] [[cr]] pmin [[shirts]] [[limit]]",0.0005274415016174316,0.9999771118164062,1,0,1,182,"Successful"
"regret [[inform]] netflix membership [[placed]] hold due [[issues]] [[billing]] [[information]] [[kindly]] [[request]] [[update]] [[billing]] [[information]] soon [[possible]] continue [[using]] [[account]] without [[interruption]] [[using]] [[account]] [[normally]] please [[follow]] [[instructions]] [[click]] [[link]] netflix [[services]]","regret [[report]] netflix membership [[included]] hold due [[issue]] [[inv]] [[report]] [[decently]] [[invite]] [[current]] [[invoice]] [[notification]] soon [[eventual]] continue [[operated]] [[count]] without [[stoppage]] [[use]] [[count]] [[mostly]] please [[followed]] [[tendencies]] [[select]] [[bound]] netflix [[service]]",0.16314095258712769,0.5125269889831543,1,0,1,653,"Successful"
"receive [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] information please [[confirm]] information [[link]] [[mission]] [[irs]] help american [[taxpayers]] [[understand]] [[meet]] [[tax]] [[obligations]] [[provide]] [[highest]] quality service","receive [[taxes]] [[returned]] [[treaty]] due [[partial]] [[individual]] information please [[emphasize]] information [[liens]] [[chore]] [[pri]] help american [[shareholders]] [[cognizant]] [[adhere]] [[taxes]] [[compulsory]] [[bringing]] [[haut]] quality service",3.6776065826416016e-05,0.10248702764511108,1,1,1,615,"Failed"
"rbc [[canada]] [[security]] [[alert]] rbc [[client]] card temporarily [[locked]] due [[unusual]] [[activity]] [[regain]] [[access]] [[visit]]","rbc [[dominion]] [[protect]] [[circumspect]] rbc [[eaters]] card temporarily [[combo]] due [[odd]] [[event]] [[regains]] [[joining]] [[visiting]]",8.90493392944336e-05,0.782806396484375,1,0,1,354,"Successful"
"[[valued]] vodafone [[customer]] [[computer]] [[picked]] [[win]] £ [[prize]] [[collect]] [[call]]","[[estimated]] vodafone [[subscriptions]] [[pc]] [[take]] [[earn]] £ [[prices]] [[assembled]] [[vocation]]",1.7821788787841797e-05,0.004856467247009277,1,1,1,295,"Failed"
"youhv [[completed]] [[transaction]] aud [[pm]] please follow [[link]] [[done]]","youhv [[complements]] [[functioning]] aud [[h]] please follow [[bindings]] [[fulfil]]",0.00019741058349609375,0.012953221797943115,1,1,1,189,"Failed"
"[[dear]] [[customer]] order [[euro]] [[approved]] [[didnt]] [[purchased]] anything [[believe]] unauthorized [[person]] [[accessed]] account please access [[link]] httpordersaspx","[[invaluable]] [[subscriptions]] order [[europe]] [[licensing]] [[theyre]] [[got]] anything [[considering]] unauthorized [[everyone]] [[downloaded]] account please access [[connect]] httpordersaspx",0.00022357702255249023,0.25042057037353516,1,1,1,352,"Failed"
"bofaedd [[avoid]] losing california [[state]] [[benefits]] [[fraudulent]] [[applicants]] [[confirming]] [[profile]] [[information]] [[failure]] may [[result]] [[closure]] bofaedd card [[account]]","bofaedd [[prevent]] losing california [[goverment]] [[grants]] [[deceptive]] [[petition]] [[citing]] [[portrayal]] [[report]] [[bankruptcy]] may [[reason]] [[ended]] bofaedd card [[cont]]",7.82012939453125e-05,0.12397360801696777,1,1,1,442,"Failed"
"bofaedddebitcard [[card]] [[starting]] temporarily [[blocked]] [[unblock]] [[card]]","bofaedddebitcard [[map]] [[boot]] temporarily [[stymied]] [[open]] [[graphics]]",0.00014579296112060547,0.8056221008300781,1,0,1,165,"Successful"
"[[dear]] customeruve [[selected]] [[stay]] fve [[star]] [[hotels]] tdays draw [[holiday]] [[valued]] inr dial [[claim]]","[[cherish]] customeruve [[akhtar]] [[are]] fve [[shines]] [[accomodation]] tdays draw [[celebratory]] [[evaluations]] inr dial [[ask]]",2.7060508728027344e-05,0.000525355339050293,1,1,1,245,"Failed"
"please [[reply]] [[exit]] sms open [[sms]] [[activation]] [[link]] copy [[link]] open [[safari]] [[browser]] [[mission]] [[irs]] help [[american]] [[taxpayers]] [[understand]] meet [[tax]] [[obligations]] [[provide]] [[highest]] [[quality]] service","please [[solution]] [[quit]] sms open [[cs]] [[allowed]] [[connect]] copy [[connect]] open [[safaris]] [[finder]] [[remit]] [[pi]] help [[usa]] [[payers]] [[confess]] meet [[charges]] [[pledge]] [[give]] [[haut]] [[qualifications]] service",3.892183303833008e-05,0.1947622299194336,1,1,1,582,"Failed"
"upgrdcentre [[orange]] [[customer]] may [[claim]] free [[camera]] [[phone]] [[upgrade]] [[loyalty]] [[call]] [[offer]] [[ends]] [[th]] [[july]] tcs [[apply]] optout [[available]]","upgrdcentre [[oranges]] [[subscriptions]] may [[complaint]] free [[rooms]] [[tal]] [[updates]] [[loyal]] [[invite]] [[bring]] [[shut]] [[que]] [[juni]] tcs [[apps]] optout [[affordable]]",8.177757263183594e-05,0.32415175437927246,1,1,1,442,"Failed"
"[[someone]] [[came]] [[contact]] [[tested]] [[positive]] [[shown]] [[symptoms]] covid [[recommends]] selfisolateget [[tested]] covid anoncomalert","[[personas]] [[come]] [[interacts]] [[examined]] [[active]] [[showings]] [[emblem]] covid [[insinuate]] selfisolateget [[scrutinized]] covid anoncomalert",5.4776668548583984e-05,0.01394420862197876,1,1,1,305,"Failed"
