"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"please [[call]] [[customer]] service [[representative]] freephone ampm [[guaranteed]] £ [[cash]] £ [[prize]]","please [[ask]] [[subscribers]] service [[delegated]] freephone ampm [[incidental]] £ [[funding]] £ [[cost]]",1.7762184143066406e-05,0.009692549705505371,1,1,1,180,"Failed"
"mystery shopper job offer available area earn per taskread apply","mystery shopper job offer available area earn per taskread apply",0.988819420337677,0.988819420337677,0,0,1,1,"Skipped"
"txt call [[claim]] [[reward]] hours talk time use phone subscribegbpmnth inc hrs stoptxtstop","txt call [[pretend]] [[benefits]] hours talk time use phone subscribegbpmnth inc hrs stoptxtstop",0.00017791986465454102,0.996276319026947,1,0,1,107,"Successful"
"delivery service provide [[correct]] [[delivery]] [[address]] avoid [[delay]] [[receiving]] [[goods]] due [[incomplete]] [[door]] [[number]] [[replying]] [[ok]] [[reconfirm]] address please update [[timely]]","delivery service provide [[rightness]] [[handover]] [[cure]] avoid [[retarded]] [[escrow]] [[supplies]] due [[inconclusive]] [[wearing]] [[chiffre]] [[serve]] [[yeah]] [[reiterate]] address please update [[prematurely]]",3.0934810638427734e-05,0.5397167801856995,1,0,1,405,"Successful"
"receive tax [[refund]] process due incomplete personal information please confirm information [[link]] [[mission]] [[irs]] help american [[taxpayers]] [[understand]] [[meet]] tax [[obligations]] provi [[view]]","receive tax [[payback]] process due incomplete personal information please confirm information [[correlation]] [[chore]] [[pri]] help american [[shareholders]] [[comprehension]] [[answer]] tax [[homework]] provi [[kwun]]",2.962350845336914e-05,0.5903011560440063,1,0,1,349,"Successful"
"[[important]] message westpac [[safety]] customers due recent covid virus customers [[required]] [[review]] update personal details unable [[use]] westpac [[services]] [[done]] please go https westpacmobileccupdate call us","[[big]] message westpac [[security]] customers due recent covid virus customers [[need]] [[overhaul]] update personal details unable [[usage]] westpac [[utilities]] [[executed]] please go https westpacmobileccupdate call us",0.00020039081573486328,0.5570051670074463,1,0,1,241,"Successful"
"navyfederalgbfpqfor protection placed hold accountvisit verify","navyfederalgbfpqfor protection placed hold accountvisit verify",0.9957229495048523,0.9957229495048523,0,0,1,1,"Skipped"
"hi [[steven]] malone [[identified]] unusual activity account log via [[secure]] ink [[avoid]] account suspension httplnatwestauthxyz","hi [[connolly]] malone [[define]] unusual activity account log via [[insure]] ink [[circumvent]] account suspension httplnatwestauthxyz",0.0016639232635498047,0.5398421287536621,1,0,1,110,"Successful"
"dear friend bitcoin trading study group","dear friend bitcoin trading study group",0.9983097910881042,0.9983097910881042,0,0,1,1,"Skipped"
"amazoncom amazon otp share anyone didnt make [[request]] login verif otherwise ignore [[message]] amazon [[team]]","amazoncom amazon otp share anyone didnt make [[asking]] login verif otherwise ignore [[mail]] amazon [[group]]",0.04786801338195801,0.8406237363815308,1,0,1,119,"Successful"
"[[urgent]] nd [[attempt]] contact uu £call b tcsbcmwcnxxcallcostppmmobilesvary max£","[[quick]] nd [[strove]] contact uu £call b tcsbcmwcnxxcallcostppmmobilesvary max£",3.2901763916015625e-05,0.8542253971099854,1,0,1,62,"Successful"
"name theresa milion [[dollar]] transfer charity work help poor ones ur place india [[contact]] memeatheresamariegmailcom","name theresa milion [[money]] transfer charity work help poor ones ur place india [[touch]] memeatheresamariegmailcom",0.09080708026885986,0.9036989212036133,1,0,1,73,"Successful"
"dear passed interview average tk received every day contact","dear passed interview average tk received every day contact",0.994683563709259,0.994683563709259,0,0,1,1,"Skipped"
"todays vodafone [[numbers]] [[ending]] [[selected]] [[receive]] [[rs]] [[award]] [[match]] please [[call]] [[quoting]] [[claim]] [[code]] [[standard]] [[rates]] [[apply]]","todays vodafone [[finger]] [[discontinued]] [[option]] [[earn]] [[s]] [[prices]] [[paired]] please [[dialling]] [[alluding]] [[calls]] [[codes]] [[switchboard]] [[speeds]] [[applications]]",1.3709068298339844e-05,0.30531197786331177,1,1,1,429,"Failed"
"rs [[mg]] federl [[return]] wsbn rs [[dont]] [[worry]] weii help fx itclick slutacidspp","rs [[ml]] federl [[payback]] wsbn rs [[prob]] [[spooked]] weii help fx itclick slutacidspp",3.355741500854492e-05,0.8165026307106018,1,0,1,153,"Successful"
"[[urgent]] mobile [[awarded]] £ [[bonus]] caller [[prize]] [[final]] [[attempt]] [[contact]] [[u]] [[call]]","[[imperative]] mobile [[gave]] £ [[satisfaction]] caller [[prices]] [[latest]] [[quest]] [[inform]] [[ni]] [[calling]]",9.894371032714844e-06,0.002486288547515869,1,1,1,303,"Failed"
"dear [[customer]] pyatm [[wallet]] booked hold [[amount]] please complete kyc contact customer [[care]]","dear [[shoppers]] pyatm [[saddlebags]] booked hold [[moneys]] please complete kyc contact customer [[loving]]",2.2232532501220703e-05,0.9562929272651672,1,0,1,113,"Successful"
"[[want]] [[new]] [[video]] [[handset]] anytime network [[mins]] [[half]] [[price]] line [[rental]] camcorder reply [[call]] [[delivery]] [[tomorrow]]","[[wantto]] [[newest]] [[taping]] [[bluetooth]] anytime network [[mn]] [[middle]] [[awards]] line [[incur]] camcorder reply [[calling]] [[provide]] [[tommorrow]]",0.0005989670753479004,0.6956291198730469,1,0,1,225,"Successful"
"usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open","usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open",0.9987348914146423,0.9987348914146423,0,0,1,1,"Skipped"
"free [[message]] activate free text messages replying message word free [[terms]] [[conditions]] visit","free [[msg]] activate free text messages replying message word free [[words]] [[maladies]] visit",0.00010627508163452148,0.5678516626358032,1,0,1,92,"Successful"
"sorry missed [[call]] lets talk time im","sorry missed [[ask]] lets talk time im",0.0003110170364379883,0.9952276945114136,1,0,1,23,"Successful"
"[[urgent]] [[mobile]] [[awarded]] £ [[bonus]] caller [[prize]] [[nd]] [[attempt]] [[contact]] call boxqu [[bt]] [[national]] [[rate]]","[[instant]] [[cell]] [[allocate]] £ [[satisfaction]] caller [[jackpot]] [[na]] [[try]] [[relationships]] call boxqu [[defeat]] [[nationwide]] [[rhythm]]",9.417533874511719e-06,0.012703418731689453,1,1,1,324,"Failed"
"usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open","usps package arrived warehouse delivered due incomplete address informationconfirm address link copy link safari browser open",0.9987348914146423,0.9987348914146423,0,0,1,1,"Skipped"
"[[important]] [[customer]] service [[announcement]] [[premier]] [[call]] freephone","[[big]] [[providers]] service [[noticing]] [[chancellor]] [[phone]] freephone",9.149312973022461e-05,0.7022069692611694,1,0,1,177,"Successful"
"[[receive]] [[tax]] [[refund]] [[process]] due [[incomplete]] [[personal]] [[information]] please confirm information link please reply exit sms open sms [[activation]] [[link]] copy [[link]] open safari [[browser]] [[mission]] [[irs]] help [[american]] [[taxpayers]] [[understand]] [[meet]] [[tax]] [[obligations]] [[provide]] [[highest]] [[quality]] [[service]]","[[enjoy]] [[charging]] [[payback]] [[cure]] due [[sketchy]] [[moveable]] [[informations]] please confirm information link please reply exit sms open sms [[trigger]] [[fasten]] copy [[tie]] open safari [[marine]] [[remit]] [[pri]] help [[usa]] [[payers]] [[knowledge]] [[answer]] [[taxes]] [[liability]] [[introduces]] [[bigger]] [[caliber]] [[serve]]",2.193450927734375e-05,0.5145320892333984,1,0,1,607,"Successful"
"phone comprimised click link remove pbizzzcomjrci","phone comprimised click link remove pbizzzcomjrci",0.9997307658195496,0.9997307658195496,0,0,1,1,"Skipped"
"[[guaranteed]] £ [[cash]] £ [[prize]] [[claim]] [[yr]] [[prize]] [[call]] [[customer]] [[service]] [[representative]] ampm","[[gage]] £ [[financials]] £ [[sweepstakes]] [[petitions]] [[years]] [[winners]] [[invite]] [[shoppers]] [[department]] [[portrayed]] ampm",1.4781951904296875e-05,0.013281404972076416,1,1,1,274,"Failed"
"please [[call]] customer service representative ampm wn [[guaranteed]] [[cash]] [[prize]] rs flpkart [[team]]","please [[ask]] customer service representative ampm wn [[bumpers]] [[crate]] [[freebie]] rs flpkart [[squads]]",7.927417755126953e-06,0.9545209407806396,1,0,1,192,"Successful"
"[[valued]] customer pleased [[advise]] following [[recent]] [[review]] [[mobile]] awarded [[rs]] [[bonus]] [[prize]] [[call]]","[[valuing]] customer pleased [[counselor]] following [[novel]] [[reviewing]] [[furniture]] awarded [[s]] [[awards]] [[awards]] [[ask]]",8.881092071533203e-06,0.523902416229248,1,0,1,323,"Successful"
"[[winner]] u [[specially]] [[selected]] [[receive]] £ [[cash]] [[holiday]] [[flights]] [[inc]] speak live [[operator]] [[claim]]","[[win]] u [[mostly]] [[took]] [[elicit]] £ [[money]] [[festival]] [[trip]] [[ltd]] speak live [[motorman]] [[saying]]",1.3113021850585938e-05,0.8564878106117249,1,0,1,278,"Successful"
"[[urgent]] dear flpkart customer trying contact last weekends draw shows wn [[rs]] [[prize]] [[guaranteed]] [[call]] [[claim]] [[code]] n valid hrs","[[quick]] dear flpkart customer trying contact last weekends draw shows wn [[s]] [[freebie]] [[sure]] [[asks]] [[ask]] [[encrypt]] n valid hrs",1.1026859283447266e-05,0.6616005897521973,1,0,1,171,"Successful"
"[[winner]] [[specially]] [[selected]] [[receive]] £ [[cash]] £ [[award]] [[speak]] live [[operator]] [[claim]] [[call]] ampm [[cost]] [[p]]","[[win]] [[uncommonly]] [[take]] [[earn]] £ [[money]] £ [[grants]] [[spoken]] live [[operating]] [[asserting]] [[invited]] ampm [[loads]] [[page]]",3.618001937866211e-05,0.43322253227233887,1,1,1,407,"Failed"
"[[important]] information orange [[user]] xxxxxx today ur lucky day find log onto theres fantastic prizeawaiting","[[momentous]] information orange [[shoppers]] xxxxxx today ur lucky day find log onto theres fantastic prizeawaiting",4.750490188598633e-05,0.7104088068008423,1,0,1,74,"Successful"
"usps package arrived [[warehouse]] delivered due incomplete address information please confirm address link within hours uspsuspsbgforg please reply exit sms open sms activation link copy link browser open us postal [[team]] [[wishes]] wonderful [[day]]","usps package arrived [[drugstore]] delivered due incomplete address information please confirm address link within hours uspsuspsbgforg please reply exit sms open sms activation link copy link browser open us postal [[appliance]] [[desires]] wonderful [[dating]]",0.051263391971588135,0.5321241021156311,1,0,1,109,"Successful"
"hold paytm [[amount]] sometime [[complete]] paytm kyc paytm [[office]] [[ph]]","hold paytm [[moneys]] sometime [[full]] paytm kyc paytm [[salle]] [[ww]]",0.00020873546600341797,0.0016719698905944824,1,1,1,124,"Failed"
"[[winner]] [[valued]] network [[customer]] [[selected]] receivea £ [[prize]] [[reward]] [[claim]] [[call]] [[claim]] [[code]] kl [[valid]] hours","[[win]] [[importance]] network [[subscriptions]] [[choices]] receivea £ [[distinctions]] [[benefits]] [[citing]] [[dialling]] [[argue]] [[scrambling]] kl [[good]] hours",1.341104507446289e-05,0.18859130144119263,1,1,1,464,"Failed"
"ozow [[payment]] [[payment]] sent [[via]] sars annual [[return]] [[link]] [[payment]] creditcheque [[account]] fsp tcs apply","ozow [[payrolls]] [[payrolls]] sent [[during]] sars annual [[yields]] [[ties]] [[payrolls]] creditcheque [[cont]] fsp tcs apply",4.112720489501953e-05,0.00033611059188842773,1,1,1,328,"Failed"
"earn btc investment every day come join us","earn btc investment every day come join us",0.9996698498725891,0.9996698498725891,0,0,1,1,"Skipped"
"usps package arrived [[warehouse]] delivered due [[incomplete]] address information please [[confirm]] address [[link]] within hours please reply exit sms open sms activation [[link]] copy link safari [[browser]] open us postal team wishes [[wonderful]] [[day]]","usps package arrived [[drugstore]] delivered due [[unfinished]] address information please [[attest]] address [[connect]] within hours please reply exit sms open sms activation [[contact]] copy link safari [[navigate]] open us postal team wishes [[formidable]] [[nowadays]]",0.05709540843963623,0.6743260622024536,1,0,1,250,"Successful"
"please stay home encourage notion staying home taxpaying [[citizens]] [[entitled]] � emergency [[refund]] smsgiofcvbd","please stay home encourage notion staying home taxpaying [[volk]] [[rights]] � emergency [[repatriate]] smsgiofcvbd",0.00011676549911499023,0.7719835638999939,1,0,1,99,"Successful"
"[[urgent]] [[ur]] £ [[guaranteed]] [[award]] [[still]] [[unclaimed]] [[call]] closingdate claimcode [[mm]] £pmmorefrommobilebremovedmobypoboxlsyf","[[quick]] [[thier]] £ [[safer]] [[dealership]] [[then]] [[unasked]] [[ask]] closingdate claimcode [[inch]] £pmmorefrommobilebremovedmobypoboxlsyf",1.1920928955078125e-05,0.07082229852676392,1,1,1,187,"Failed"
"kyc updated successfully get cashback wallet get cashback click link","kyc updated successfully get cashback wallet get cashback click link",0.9478631615638733,0.9478631615638733,0,0,1,1,"Skipped"
